timestamp_id,total_bytes,total_packets,n_ips_org,n_ips_dst,flows_TCP,flows_UDP,flows_ICMP,flows_RST,media_duration_flow,media_bytes/flow,package_malicious
T324,13609,11158,420,470,791,258,7,117,0.0006877676523471598,0.002046624971200773,1
T325,19591,11986,452,541,970,276,30,155,0.0006730201417188295,0.0017353669484833144,1
T326,19548,9878,441,518,807,323,30,101,0.0005433536645517814,0.0014477439101883312,1
T327,628771,11018,461,519,861,359,32,127,1.1884070331014446e-05,0.0012942053811733827,1
T328,41749,12062,465,507,884,318,18,119,0.0001353973341797953,0.0010159540484779622,1
T329,40172,11680,432,528,807,351,41,119,0.00028515354187304574,0.0011680771821856424,1
T330,26590,11608,459,525,751,332,30,92,0.00048205071933824124,0.00135833112138382,1
T331,24282,9854,464,528,995,314,35,121,0.0014303345312523944,0.0025860482473404663,1
T332,18592,9096,450,517,825,229,45,120,0.0008676873832125139,0.0020566544585994308,1
T333,21555,11218,400,476,745,306,20,175,0.00021775716967830101,0.0010381484767609344,1
T334,44545,8696,393,469,709,297,7,98,0.00010512936667691954,0.0010380710488963974,1
T335,23539,11958,467,516,999,370,19,271,0.0004906678033516638,0.0012929974949169142,1
T336,32689,13820,436,489,808,322,6,126,0.0003479758607647362,0.002329285710417534,1
T337,23250,11636,462,572,866,308,35,148,0.0010489037176614636,0.0016100667606391654,1
T338,20102,12747,456,541,810,358,40,154,0.002132774139242282,0.004365518700151714,1
T339,13204,10662,453,549,847,325,15,127,0.0004882867267623106,0.0012770009935346265,1
T340,416645,9492,489,534,907,293,15,134,7.239578415851126e-05,0.007269970800592262,1
T341,22329,9817,442,507,806,268,15,120,0.000908945118922555,0.003001578823202047,1
T342,12461,10672,434,476,782,262,9,113,0.0005856940514890281,0.0017507893726340423,1
T343,25875,11460,439,512,1098,365,17,209,0.0002669236814976575,0.0015133485235508614,1
T344,11158,11824,442,536,1106,312,19,166,0.000846304553065881,0.0021234230615010535,1
T345,10580,10523,417,458,793,239,17,127,0.0007775009017972188,0.002435485530614721,1
T346,41325,11736,412,470,816,293,13,92,0.0006684089756155551,0.003987792193229737,1
T347,31736,12274,434,528,1044,358,17,150,0.00017537456138119398,0.0011451493798220105,1
T348,39663,12255,467,510,899,396,20,131,0.00010836478160497789,0.0009702151080126588,1
T349,47141,12372,456,532,817,327,20,101,0.0002093051063587183,0.0017554689574020325,1
T350,29154,12229,497,539,932,303,8,180,0.00034189606080963365,0.0016312994631383058,1
T351,42342,11497,482,503,756,363,21,111,0.00015528337250459302,0.00131817165090399,1
T352,15141,11804,454,520,892,303,17,111,0.0004237137182541783,0.0015197704153968874,1
T353,44882,12107,484,558,1025,352,10,140,0.00011920020279247984,0.000912655631047828,1
T354,12834,9452,425,499,828,295,14,99,0.0012582465878022589,0.002133288475654514,1
T355,19747,10797,433,505,801,311,15,101,0.0003751347589370363,0.001452160834736199,1
T356,16568,13524,443,496,906,317,5,144,0.0007392660666095572,0.002035380085240755,1
T357,17037,12680,447,492,807,440,23,79,0.0005976409818317193,0.0018404645528277172,1
T358,17249,10380,446,504,923,301,15,89,0.0005265352200986922,0.0017906035098901544,1
T359,17629,12026,404,479,714,333,16,121,0.00022860928371085036,0.0012536060997405108,1
T360,26958,12480,497,555,961,459,20,154,0.00026753949910521637,0.001348176645847728,1
T361,31915,14605,515,591,1126,413,12,248,0.00018123346236975082,0.001079880757343739,1
T362,49302,16924,517,561,1113,327,23,140,0.0002671013362595018,0.0018688588869391547,1
T363,12243,12342,435,505,894,340,15,110,0.0008361250162494654,0.00191060944586708,1
T364,11942,11008,448,500,872,302,15,110,0.0008185514578053893,0.0017570053637068783,1
T365,37031,12872,476,556,796,351,22,121,0.0005669966370261557,0.0024038583253628834,1
T366,28712,16190,486,605,1100,339,20,148,0.0004926773098673695,0.0018230611006750444,1
T367,38533,13187,460,545,941,314,20,185,0.0003370152468413145,0.002281428163491477,1
T368,13079,11506,461,505,900,298,11,160,0.000596570118082441,0.0018859909188650428,1
T369,19746,11853,481,515,867,334,20,174,0.00027074677251593874,0.0015890266547834361,1
T370,26884,11905,459,541,928,337,16,124,0.00019378240730606212,0.0012991312530899913,1
T371,27841,12277,499,528,833,422,32,123,0.0004262303352395805,0.0013176057370203578,1
T372,20634,14672,436,505,820,319,20,198,0.00024705781362503216,0.0014459275039110607,1
T373,14102,10542,440,473,729,335,16,98,0.0004881994952830515,0.0019607488720340925,1
T374,15137,12542,404,476,801,349,9,129,0.0004996923460953185,0.0016748632099151193,1
T375,23063,12255,482,550,871,313,24,118,0.000579527011794277,0.0016263469474808335,1
T376,15992,12662,427,513,850,306,8,109,0.00038950625331199656,0.0015546637043284727,1
T377,16490,13312,481,543,871,373,22,122,0.00031824532584778375,0.0015010301035273844,1
T378,32500,11960,463,493,907,393,22,155,0.0005318688180558725,0.0021335158134879162,1
T379,23328,13126,487,588,864,448,12,136,0.0002467257625781574,0.0012232671195258036,1
T380,40330,12347,471,537,788,360,11,121,0.0001938158501547452,0.0013020112409445571,1
T381,14219,11820,437,549,839,418,23,131,0.0009719574355666299,0.002937009521578727,1
T382,12889,11328,429,457,730,302,21,102,0.0008575110462267973,0.0033339144641034487,1
T383,18665,12166,459,539,887,368,12,123,0.0003449589201463205,0.00162846683925885,1
T384,17525,16170,551,623,1025,379,21,148,0.00030576625078342296,0.0016659475286892325,1
T385,28759,12854,491,574,910,369,35,105,0.00028486288728398856,0.0017204445936558612,1
T386,18853,13384,477,537,901,404,27,129,0.000417828453598843,0.0018533213114354436,1
T387,13624,13830,497,551,921,476,24,94,0.0004921066839301539,0.0016736083002323568,1
T388,32670,11681,459,536,924,391,10,119,0.00019742754703311094,0.000992194373155466,1
T389,19768,14453,488,552,988,445,16,102,0.0009104516140083206,0.0026453514785959777,1
T390,126845,12614,449,531,917,354,14,159,2.9004537416098387e-05,0.0007636064991982207,1
T391,19324,12765,482,562,854,421,20,158,0.0012300761542570495,0.003188812028903931,1
T392,87188,12568,446,503,804,299,26,110,0.00034342135645342277,0.004917467115270578,1
T393,26326,11086,440,528,799,426,5,100,0.0003855560159000569,0.00135778991865484,1
T394,15918,13268,494,540,861,433,14,135,0.0005134682570036331,0.002102922729677725,1
T395,13906,10794,462,527,801,401,31,124,0.0009055977194460206,0.00151489336484114,1
T396,35211,14596,458,520,991,334,22,162,0.0001330552014044049,0.0009778700490104214,1
T397,26717,14070,453,523,859,270,27,137,0.0008656606671436526,0.0021793928159571,1
T398,44015,12421,465,515,979,338,16,133,0.00014270849124475512,0.0009485999965775831,1
T399,11620,14180,442,517,1030,363,17,155,0.0005129397139001672,0.0018341554148387593,1
T400,38927,9378,428,507,766,314,15,159,0.0010924530988533725,0.0061112509217428,1
T401,12277,10104,454,515,826,347,16,159,0.0014300128071446905,0.0029937798048983184,1
T402,17298,11396,460,533,785,388,9,127,0.00041249006703725444,0.0017501440241657071,1
T403,16212,13840,539,579,909,473,18,135,0.00047980545510052094,0.0016990399879101127,1
T404,18051,13340,428,492,811,380,15,121,0.0002856824027615943,0.0011178230447292702,1
T405,26007,15534,505,543,925,397,26,166,0.0003261003116981819,0.0010498121685126344,1
T406,27505,15356,530,616,1060,367,17,144,0.0005323527069280013,0.0017694841726862154,1
T407,30790,13260,486,612,911,326,20,156,0.0004565300029875106,0.002205886040445304,1
T408,32202,13014,476,574,842,365,26,143,0.00016522392435276302,0.0012709277622688614,1
T409,22414,11114,476,533,839,344,10,132,0.0002485654875432256,0.0014129686873051881,1
T410,42636,11863,452,522,779,358,20,96,0.00013270893166467004,0.0009781694269011413,1
T411,19580,10106,437,527,739,298,19,120,0.00031563791113796864,0.0014948909924419442,1
T412,77579,11158,431,519,757,323,21,130,0.00011736502259912221,0.001123302792559788,1
T413,22065,10756,461,505,808,339,11,95,0.0005668177390509064,0.001974575273914711,1
T414,23222,11925,421,493,822,292,18,131,0.00022649003496444527,0.0010302293478100773,1
T415,26669,12047,497,525,879,386,36,104,0.0005886954441874831,0.0017514575996736268,1
T416,24775,12129,486,561,934,373,13,105,0.00043311674952370405,0.0016268903201437784,1
T417,8957,10078,448,515,788,394,16,100,0.0007158610259281227,0.0018710779849093811,1
T418,36709,10246,456,495,773,399,27,118,0.00046100594646089073,0.0016911242947563905,1
T419,131070,14756,481,576,817,520,24,121,0.0005384277189404581,0.008080973238457885,1
T420,30346,11488,467,536,898,439,19,148,0.00023127062276681498,0.0012845536508355778,1
T421,21925,12630,460,508,799,349,23,135,0.0005772545871926181,0.0018737536974053148,1
T422,34534,12750,463,565,869,324,17,139,0.0003034206681722876,0.001671546406952092,1
T423,12280,14386,481,522,865,356,14,129,0.0007439845202236229,0.002384252131168039,1
T424,17315,14435,478,540,891,394,9,108,0.0003906296705873151,0.0017014326229733397,1
T425,18297,9578,442,515,771,297,17,113,0.0003166061895432744,0.0014447078858610496,1
T426,38965,8700,418,515,780,264,10,99,0.00012376502876979258,0.0010190304092378003,1
T427,37825,10717,455,504,774,301,11,86,0.00024371934144936785,0.0015175687926070227,1
T428,43721,10856,447,512,935,190,17,122,0.0001651957449004021,0.0009837596295478182,1
T429,21314,11522,458,541,922,225,35,153,0.00026202299986637724,0.0013215947805873018,1
T430,21917,11950,499,539,1027,267,35,136,0.0007017482403316996,0.001660369605531727,1
T431,34393,10968,477,514,793,311,39,104,0.00029693364796872526,0.0009388452070195583,1
T432,15505,13479,459,527,818,342,31,97,0.0005526421281838378,0.002150693645515197,1
T433,29930,12432,464,530,909,375,21,112,0.0004384304694190852,0.002803556141890852,1
T434,26162,11441,448,521,944,334,14,137,0.00023102872517831487,0.0014336751002440953,1
T435,15578,13478,479,532,835,343,29,100,0.0012153018378033074,0.0021373443366274796,1
T436,24008,14514,474,548,838,410,14,140,0.0003978030549125821,0.00226646460315298,1
T437,15511,14067,486,567,882,357,11,145,0.0007596672011041728,0.0018455644165756933,1
T438,45837,15750,489,540,891,389,23,162,0.00026468958267582195,0.0014790312782348013,1
T439,26333,11398,453,512,805,272,23,103,0.00033815144246153965,0.0018830463260288088,1
T440,81835,12069,457,518,831,311,11,93,6.145214297398245e-05,0.0009110596180558868,1
T441,133112,11938,455,504,841,336,17,133,6.365026627809975e-05,0.0014550056404532318,1
T442,17808,14616,462,541,1046,276,20,138,0.0006675185095868326,0.0018852053093174324,1
T443,15525,12006,512,563,926,397,12,136,0.000426474562075637,0.001642593285015169,1
T444,342418,11365,419,483,821,268,11,123,0.0001770335909676987,0.008857204663642183,1
T445,10349,10416,448,483,743,262,37,105,0.0010286946493583528,0.002382682966867376,1
T446,48867,10570,441,490,812,271,24,123,0.00019981901671080584,0.0013964678824389342,1
T447,115238,10916,493,553,849,395,27,114,8.348315463370057e-05,0.0020470031630691198,1
T448,40011,12407,460,530,902,303,18,135,0.0003102525530454635,0.0026419558515845595,1
T449,11425,8890,429,504,837,312,13,106,0.000978183533095459,0.0019012153467101237,1
T450,15238,12738,492,558,871,336,16,147,0.000574316978741832,0.0024622375046051822,1
T451,30173,11794,476,547,901,334,20,127,0.000967179780072619,0.003461843254557172,1
T452,82132,13010,448,499,839,306,19,152,0.00010542389656789184,0.0014016517209143702,1
T453,229123,12101,467,550,1052,368,12,140,2.7775916805770405e-05,0.0007904270655463412,1
T454,42082,10904,474,500,879,306,18,118,0.00039503078481332706,0.0031666744425096808,1
T455,42882,10376,466,529,793,332,13,115,7.525049568324354e-05,0.0008579831417777226,1
T456,25791,14112,470,551,968,318,16,151,0.0002609791905129287,0.0011851027470434464,1
T457,31094,11506,451,526,886,335,20,140,0.0008162952302208131,0.00438644814083808,1
T458,11691,10176,471,513,832,287,16,112,0.0014740383447096601,0.0027264478030185188,1
T459,35128,12463,465,528,954,339,17,148,0.0001761135206674081,0.0010166161228521893,1
T460,141805,13175,482,540,898,284,16,142,8.518624187934093e-05,0.0013505364016679737,1
T461,69936,10745,456,521,743,357,9,111,0.0001228968138007363,0.0011642246238368866,1
T462,15567,14829,494,580,894,443,17,130,0.0004230495199946882,0.0016025398511728744,1
T463,22798,12072,464,537,850,359,10,101,0.0003732945711780154,0.0015848271465777417,1
T464,36662,12232,501,544,792,408,8,98,0.0003535630666753895,0.002030848489961503,1
T465,8234,12817,450,530,835,287,16,157,0.0012727782535315625,0.002602894795822597,1
T466,9201,9964,446,503,800,312,12,96,0.0007042963557569455,0.0017720286405741982,1
T467,53308,13019,484,532,903,356,22,116,0.00019722109146099346,0.0015221873627952601,1
T468,14513,11958,439,486,799,301,22,108,0.0010528454815281277,0.0022950581687260726,1
T469,31792,15167,430,523,991,242,30,145,0.00023686698371873128,0.0010154592426562384,1
T470,67856,12817,459,530,948,312,20,106,0.00010258254871140265,0.0010091703687377296,1
T471,19707,12710,479,557,871,392,33,90,0.0009491655355079379,0.0017950673767386158,1
T472,39663,10420,416,488,731,317,19,120,0.0003514111739106379,0.0026472713642367875,1
T473,1316287,11504,457,494,806,325,16,138,4.3806053744739025e-06,0.0006912056027050774,1
T474,17446,9734,453,516,807,385,17,123,0.0009307689137224897,0.0019808696092522937,1
T475,52221,14254,480,553,951,360,34,149,0.0004559786178681029,0.0012290061261087232,1
T476,20535,11744,478,525,923,286,14,143,0.0006870711000001434,0.0017330060130709246,1
T477,27576,12221,474,485,895,412,27,109,0.0007041884492209413,0.0016357714311950084,1
T478,11368,14041,420,503,772,383,27,168,0.0009011433623272441,0.0017203249247055184,1
T479,81408,9282,423,489,744,373,14,120,8.631723291741194e-05,0.0010945647882777876,1
T480,23155,10563,457,521,812,390,22,97,0.00031330211379379785,0.0009811899675306844,1
T481,11768,13110,496,557,742,509,26,114,0.0021341845824322607,0.0032871563471894086,1
T482,16677,13151,497,573,814,490,24,105,0.0007797768383679128,0.0016898231648745374,1
T483,21387,11664,439,497,912,308,12,127,0.0004479678207261099,0.0019137583719658336,1
T484,15028,11667,443,534,1002,313,13,132,0.0010585293785593968,0.002086878177167181,1
T485,17443,11154,490,523,880,300,23,156,0.0009846612912970858,0.0016998290718229674,1
T486,67020,12500,489,542,929,288,16,133,0.0002468892805650034,0.0017562272235187493,1
T487,18532,14674,473,511,897,350,27,154,0.0006330286788127861,0.0012091443203003209,1
T488,14505,10734,462,508,914,300,24,133,0.000665954820971996,0.0017237599000326214,1
T489,48088,13398,460,553,950,319,25,126,0.0001732208476818887,0.0009246554981429592,1
T490,15240,13510,453,476,1004,205,43,128,0.00045585799218184926,0.0016162318889763228,1
T491,14073,12777,486,575,939,349,33,111,0.0004944672655168388,0.001744439220368426,1
T492,31267,14977,507,615,1018,367,21,126,0.00019538726995931068,0.0012959495927957023,1
T493,21515,13527,514,578,976,375,15,116,0.00034134690670272876,0.001375152455607471,1
T494,15475,12126,489,559,892,398,10,128,0.001030755195336097,0.002484232149126489,1
T495,19921,11818,510,578,929,332,21,158,0.00038451294378855484,0.001388610743083452,1
T496,23408,11492,493,571,1004,267,21,153,0.00030870587548422976,0.001314090175845453,1
T497,13573,10664,447,535,798,311,14,98,0.0005169859212529765,0.0022937322452483595,1
T498,14966,6740,423,466,765,263,16,136,0.0010577554192999427,0.0022162021763976096,1
T499,21027,17848,523,615,1110,388,28,159,0.0005031499660827567,0.0013840051992837163,1
T500,24322,12236,482,532,897,346,15,109,0.0003012894621018152,0.0013528202787548424,1
T501,30239,11494,464,569,859,312,27,88,0.0001888076445224591,0.0009782429186247403,1
T502,63446,12634,515,561,1012,319,16,167,0.00023244230887454418,0.0019531420155523005,1
T503,13055,13791,506,586,989,341,13,169,0.0012488490124870776,0.0030109491997171484,1
T504,26647,11517,448,524,849,293,12,106,0.0005927528277598611,0.0017444049685199287,1
T505,21489,13005,500,548,947,257,36,148,0.0003464386228881937,0.0015490312841749756,1
T506,13305,11544,472,535,910,292,34,147,0.0009022219508285574,0.0021157574554808373,1
T507,13157,15392,475,547,967,346,42,112,0.000721031258022937,0.001836785607039006,1
T508,45953,10322,447,484,860,316,15,147,0.00021831329979371758,0.0013174093264426954,1
T509,17708,10713,427,464,843,286,15,135,0.0009467261896887366,0.0020370687147175455,1
T510,19153,14343,452,505,846,254,18,167,0.0003513525565183856,0.0011944823434829304,1
T511,166869,10871,415,504,779,285,24,109,6.380545760588579e-05,0.0009917487636838837,1
T512,19470,13365,446,483,748,295,26,114,0.0008191954940975422,0.0025942089581353035,1
T513,12227,13080,447,475,779,345,15,129,0.0013572387839433302,0.0020505192121927657,1
T514,23381,10336,443,514,767,343,13,103,0.0003257002567486787,0.0013451589495068605,1
T515,21164,10769,501,561,858,399,23,127,0.0005174240506418073,0.0016525990641935255,1
T516,22071,9804,444,502,793,348,20,103,0.0003303409969145408,0.0013225965174561347,1
T517,14717,12071,432,477,818,268,20,147,0.00042703336843677523,0.001739062000744924,1
T518,12891,13916,476,521,881,309,21,137,0.0004507496953293456,0.0014205658394413477,1
T519,15283,9439,434,517,757,290,14,108,0.0005607480237688038,0.001753144860605884,1
T520,22809,10685,425,473,833,236,15,120,0.0006167119075229547,0.0016480933123279532,1
T521,14522,11430,417,469,757,305,12,105,0.0002914390323678762,0.001273772607994594,1
T522,11028,12542,462,491,792,324,17,123,0.0007410690622517905,0.002246523114355727,1
T523,11684,13612,460,553,767,455,15,111,0.0007935396517468521,0.002282154272378745,1
T524,15714,12068,509,558,890,461,13,133,0.0007023875762238046,0.0017699015369782598,1
T525,14894,11818,452,490,831,270,23,139,0.0006301797307361305,0.0019793185530748146,1
T526,14677,11861,449,509,810,341,16,118,0.0007124067693568437,0.00163063355729871,1
T527,36029,13056,460,511,835,396,17,140,0.00021375645092772832,0.0012839048210627813,1
T528,22740,13750,485,550,877,392,19,121,0.0005355910510410233,0.0017859967487633503,1
T529,28389,12368,480,607,881,431,24,119,0.0005016591073498133,0.0020250832407009986,1
T530,44798,10689,471,495,820,278,11,165,0.00013250213994732673,0.0010456518361719068,1
T531,28531,10700,465,527,795,301,19,124,0.00018666390668088074,0.0011232192058476846,1
T532,19490,12763,442,506,756,229,17,123,0.0004091481187246709,0.0020864460971628724,1
T533,12459,13593,456,496,779,349,16,126,0.000905958744813807,0.0020916859888937,1
T534,28486,11754,422,504,825,290,8,119,0.0003303386180256401,0.0020059128163787718,1
T535,34696,13194,486,527,920,338,16,142,0.00016165173402141173,0.0009995075345485616,1
T536,23172,13281,478,497,838,289,36,128,0.000828859032496723,0.0016330322996762265,1
T537,15109,10904,429,504,755,411,23,128,0.00031720350322862707,0.0012603528237150202,1
T538,25374,10498,486,530,841,287,11,112,0.000218988434520169,0.001274488663786485,1
T539,9898,9554,429,500,813,276,15,137,0.0007953194858945699,0.0018927199885419496,1
T540,15337,11078,451,515,816,339,10,116,0.0004097378539478893,0.0015434148705612608,1
T541,24361,13733,492,527,765,468,27,139,0.0005888517699222533,0.0016908988813177919,1
T542,15472,14110,429,463,771,535,13,199,0.0004011953591678182,0.001554324557474094,1
T543,557968,14955,442,546,811,322,9,105,1.1903941448752221e-05,0.0015756047160497223,1
T544,17432,13371,478,549,865,385,8,161,0.000479905763984159,0.0016702479137710561,1
T545,14328,11930,457,500,754,334,20,104,0.0014825794020756021,0.0020245632310039647,1
T546,41828,13779,474,539,866,279,13,127,0.0001451203437210148,0.0009892797204965498,1
T547,21700,14123,476,502,823,289,21,132,0.0012084200639639665,0.002943585039697025,1
T548,31132,11461,479,570,1133,429,19,124,0.0003627161132381453,0.0012107046953112998,1
T549,14627,12099,434,506,800,407,12,109,0.00024387988345010294,0.0011959978593543475,1
T550,17263,15412,508,583,956,338,15,157,0.00048465111175254006,0.0016472210361089972,1
T551,13306,10670,463,501,813,314,17,114,0.0008414727101454617,0.001895394885567635,1
T552,11310,12607,486,550,942,317,20,121,0.0008651485113081665,0.0025945948922038733,1
T553,15967,15602,480,539,926,348,24,110,0.000334055437911918,0.0015196174070284804,1
T554,26912,14218,492,529,961,359,12,145,0.00024535903453943805,0.002171387436048275,1
T555,35373,12084,502,543,900,269,30,123,0.0001886374172242776,0.000988079580895374,1
T556,20434,12826,491,556,921,325,21,127,0.0003996744901200553,0.0014306695532108743,1
T557,13676,8941,432,496,723,315,13,102,0.0009282133987944832,0.002246503677425989,1
T558,9092,8866,405,449,748,264,14,102,0.0005833682157392357,0.0016692149182136096,1
T559,12545,12581,445,537,886,240,17,103,0.0006418324821231605,0.001788931724697026,1
T560,54790,11872,453,498,808,370,12,122,0.00014463622105892118,0.0014955011182958308,1
T561,19580,12392,456,535,824,271,20,114,0.00039465656396729643,0.0013508717607364639,1
T562,78896,12846,461,524,896,284,16,111,0.0004338243379111378,0.003671215342307467,1
T563,36026,32217,452,793,1172,308,13,118,0.00026154682336136485,0.0012193036350011557,1
T564,13933,14340,446,546,927,339,15,95,0.0008120322114711306,0.001870851996983112,1
T565,11993,13831,492,558,904,293,33,146,0.0013429975906283746,0.002767777193128214,1
T566,26112,11177,520,603,847,412,63,121,0.0011316651062191372,0.0021975589691368026,1
T567,13239,13690,535,596,992,481,49,112,0.0023384642245101775,0.002751712935586555,1
T568,17793,16064,492,562,921,433,21,152,0.0008912690604778627,0.0024658002389995556,1
T569,19439,16094,479,546,868,375,23,124,0.0006491304824984205,0.0018018240142848245,1
T570,17049,13649,462,542,852,341,21,100,0.0012248109133035211,0.0027530971333491155,1
T571,362268,9665,413,521,740,380,25,85,5.082642313113781e-05,0.0007454075776548171,1
T572,187861,10380,430,479,763,246,19,126,0.00024689426806893814,0.006154054498242323,1
T573,19165,11128,410,494,813,312,16,89,0.0013710048710476555,0.002477143456140537,1
T574,26584,12161,449,519,933,344,13,146,0.00034656577431975725,0.0013355763084116187,1
T575,23909,12535,465,706,869,305,205,129,0.005873245234841492,0.0022243407010064283,1
T576,27439,13753,442,507,840,337,25,108,0.0006002005157544528,0.0016293389559452018,1
T577,46677,12849,456,512,866,360,21,110,0.00017028902891956215,0.0010347273537647632,1
T578,127235,12951,487,560,975,437,13,109,5.2422465797002e-05,0.0010332731495475513,1
T579,19596,11509,444,543,863,343,12,109,0.0004500747138524448,0.0016329384926501102,1
T580,23682,11454,437,484,800,260,22,104,0.00037150853256251286,0.0023925990068925885,1
T581,49386,12008,423,475,743,324,12,124,6.727366417230788e-05,0.0008425210222950074,1
T582,11439,12398,465,525,850,251,16,171,0.0011209429378672147,0.001956131623597798,1
T583,11950,11391,427,496,842,407,13,112,0.0004736280775216047,0.0019781155858458297,1
T584,10828,11765,459,547,868,436,8,130,0.00048423787742606815,0.0017203737983956418,1
T585,13622,15379,476,540,1024,356,21,173,0.000979553822385471,0.0019910343527238233,1
T586,20318,13222,493,547,910,347,14,155,0.00030847286144199804,0.001169723493785261,1
T587,11714,15444,456,529,850,486,16,144,0.0004956410025432956,0.001492518486702965,1
T588,15683,12286,451,530,856,331,22,111,0.000520955511232583,0.0025301523399190217,1
T589,18817,11250,457,534,960,257,14,213,0.00030124684036467246,0.0013519765319233365,1
T590,12455,11964,425,477,826,319,14,137,0.0006462086490050738,0.002123230201112774,1
T591,16505,14231,438,533,839,351,25,118,0.0004887553615386646,0.001662488704796902,1
T592,21693,11210,498,547,890,285,16,152,0.00033500010820304056,0.0014579183589913433,1
T593,29494,11930,461,516,944,298,11,159,0.00047584687240748706,0.0032768646180726183,1
T594,14851,14180,460,540,1002,334,5,180,0.00041728041347542335,0.001285790401359504,1
T595,14556,16710,471,507,901,310,12,182,0.0007958712161340366,0.002031675206653443,1
T596,15401,12778,387,475,863,241,7,121,0.0005146151814892874,0.0016189683678326406,1
T597,10538,13766,479,528,849,347,17,167,0.001042921775065574,0.002658002724591519,1
T598,25294,14698,449,488,843,306,11,133,0.0005706343012250494,0.0025240845303874573,1
T599,15361,14148,483,558,926,369,24,175,0.0006418408306286845,0.0019653619824195998,1
T600,14078,14365,518,581,885,478,21,116,0.0008451740649978053,0.0017825483477303848,1
T601,23788,14989,520,642,888,594,17,116,0.0009207560401783319,0.0020444110221840253,1
T602,24436,14393,533,620,897,426,37,144,0.0005807978517313456,0.0013943660444820799,1
T603,21385,11569,501,548,792,585,13,112,0.00026417140460563074,0.001373701992937431,1
T604,17386,14288,488,537,982,416,9,119,0.00042479540867875506,0.0014975369797574965,1
T605,27383,11562,468,543,875,408,9,114,0.0002143814298947732,0.0012388159122178383,1
T606,12036,10929,438,501,902,229,14,107,0.0011535956446684435,0.002260607302497843,1
T607,26137,9672,457,534,922,227,18,119,0.0003483152319729159,0.001526137223892336,1
T608,21191,13734,477,544,898,259,19,153,0.0009517617553036521,0.002231748392827316,1
T609,32793,12840,510,569,857,349,12,136,0.00019503039899465612,0.0009602549107391626,1
T610,55180,8327,442,486,895,233,18,92,0.00021364545223357515,0.0012692335577440083,1
T611,23581,17031,542,603,1060,430,19,182,0.0009931352294657208,0.002084151793704237,1
T612,25216,12917,480,549,879,323,15,101,0.0003344078195964083,0.0013347576535642227,1
T613,30439,16889,492,497,862,421,19,98,0.0006448075201942497,0.0034686271511265776,1
T614,20894,15009,482,601,985,380,11,140,0.00032699123122192057,0.0015023398292118453,1
T615,27994,10995,473,558,905,354,14,146,0.00023167093277075965,0.0009598177052662942,1
T616,17789,15713,476,542,1001,274,18,160,0.0006845030069349962,0.002001210918788568,1
T617,20484,11986,481,501,858,281,23,146,0.0003837881308346621,0.0013048176781010202,1
T618,16717,10610,437,516,843,338,19,127,0.0004134638014277553,0.0016264244104734454,1
T619,13758,11068,445,518,950,292,14,108,0.0006055174934429335,0.0018338593782552903,1
T620,14329,12946,477,523,969,349,10,146,0.0007277758703189075,0.002300026212176736,1
T621,29202,14545,495,573,1054,776,30,132,0.00035132401678901145,0.0013860004650377562,1
T622,14543,11790,439,492,782,284,12,128,0.0005081432322408182,0.001900335796116954,1
T623,12517,12904,437,536,789,387,17,151,0.00046641469120748866,0.001833778531649857,1
T624,11160,12046,463,491,787,248,16,129,0.0004738738584239642,0.0015434459283592146,1
T625,17005,14016,494,563,863,333,33,121,0.00043278511648916026,0.002017084665601643,1
T626,29555,12167,418,502,773,328,32,112,0.0001238978864138279,0.0009261840552565387,1
T627,14466,11853,430,493,826,352,33,116,0.0009411712435105971,0.002591639892120705,1
T628,22293,11639,441,505,819,409,9,114,0.0001995713102445612,0.0013213844253628516,1
T629,14594,13886,497,514,872,469,16,118,0.0010263761046412924,0.003290615162849825,1
T630,23453,10771,472,549,829,380,15,118,0.0003437062194166169,0.0013750063904701558,1
T631,16302,11165,482,567,848,374,24,100,0.0007579137745682418,0.001590609413574254,1
T632,74105,9632,419,489,786,248,17,77,0.00028181207313569557,0.00443175780720176,1
T633,20369,11478,452,528,833,418,11,110,0.0002974100443656516,0.0014185670501883994,1
T634,14775,12179,492,541,910,363,8,125,0.0010316114261702915,0.0021768722316704778,1
T635,34283,10050,449,521,794,333,19,103,0.0004353396351214752,0.00208171169249421,1
T636,60122,13080,434,510,767,387,15,108,8.278476931550758e-05,0.0009687048024295443,1
T637,22659,12068,469,554,889,325,24,142,0.0002598035558707982,0.0012383991285132997,1
T638,20187,13443,458,535,893,351,15,106,0.0006403521358691272,0.001970485760319354,1
T639,20313,9616,429,547,785,303,31,108,0.0007717948772126375,0.0015896265539708852,1
T640,38309,10845,486,551,927,357,26,132,0.00039230497413196336,0.001589966786216807,1
T641,19853,10236,452,509,847,310,27,133,0.001348543116967744,0.0025169472078785658,1
T642,440683,9583,465,526,915,342,39,146,0.0001675546067217643,0.004922116865770828,1
T643,26514,14025,456,525,928,400,15,170,0.0007558097739668694,0.002824588514959325,1
T644,36723,10293,473,531,809,382,12,148,0.00019212945829593278,0.0015443723497169219,1
T645,14733,11696,502,576,962,353,15,159,0.0005276954693239535,0.001980196689054148,1
T646,14931,12187,470,549,807,331,17,127,0.0008367893351187977,0.002316273844349066,1
T647,12264,9415,425,537,859,296,35,139,0.003501303756186192,0.0027421138513865516,1
T648,27306,12817,488,554,906,350,46,175,0.0017311688976494126,0.0032889304833123452,1
