timestamp_id,total_bytes,total_packets,n_ips_org,n_ips_dst,flows_TCP,flows_UDP,flows_ICMP,flows_RST,media_duration_flow,media_bytes/flow,porcent_blacklist,porcent_spam,porcent_sshscan,porcent_udpscan,porcent_malware_total,source_ip,dest_port
T377,1456362,665618,11766,13177,36257,25002,1482,5428,0.000290289657937,0.0018323109530937,0.9958,0.0,0.0,0.0,0.9958,42.219.158.161,37922
T378,2603840,691497,11460,13106,33763,25698,1534,4958,0.0001052340802506,0.0009789272723633,0.1683,0.0,0.0,0.0,0.1683,42.219.158.179,39367
T379,712094,833672,11738,15980,39109,26028,1580,5098,0.0007520824187523,0.001807925778804,0.1526,0.0,0.0,0.0,0.1526,60.56.180.24,80
T380,1585569,694907,11634,13027,38402,25457,1496,5528,0.000495130310672,0.0025311756105912,0.2469,0.0,0.0,0.0,0.2469,60.56.180.24,80
T381,5176596,673859,11789,12889,38309,24485,1332,5404,6.712596023761501e-05,0.0011473452952018,0.181,0.0,0.0,0.0,0.181,60.56.180.25,80
T382,1887568,641755,11585,12932,37038,23199,1407,5490,0.0001801173938782,0.0014814690644782,0.2057,0.0,0.0,0.0,0.2057,60.56.180.12,443
T383,1573514,703225,11637,12924,36903,24177,1465,5506,0.0001910483001172,0.0010423980833242,0.1957,0.0,0.0,0.0,0.1957,60.56.180.24,80
T384,785088,645628,11580,12800,36753,23446,1315,5549,0.000597387159207,0.0016870446263667,0.4362,0.0,0.0,0.0,0.4362,60.56.180.24,80
T385,1617796,664120,11890,12991,38664,24065,1754,5462,0.0006713365303184,0.0026353931229534,0.4126,0.0,0.0,0.0,0.4126,60.56.180.24,80
T386,2046959,690401,12067,13749,36354,35121,1412,5314,0.0002079020909263,0.0014454725746082,0.31,0.0,0.0,0.0,0.31,42.219.154.108,50629
T387,4624629,694411,12359,14184,35293,37228,1110,5582,6.981561475988033e-05,0.0011197180616121,0.4205,0.0,0.0,0.0,0.4205,42.219.158.161,38072
T388,1266080,634623,11604,13193,33879,36211,1175,5259,0.0003485066867662,0.0013137683512606,0.4979,0.0,0.0,0.0,0.4979,60.56.180.12,443
T389,855402,662396,11545,13472,34753,39218,1135,5829,0.0007086468134221,0.0018022871741908,0.5773,0.0,0.0,0.0,0.5773,60.56.180.25,80
T390,934818,634513,11680,13544,33937,39821,1558,5608,0.0009398645721497,0.0018094905639042,0.5781,0.0,0.0,0.0,0.5781,60.56.180.25,80
T391,2009183,934851,11880,13250,36562,30387,1242,5931,0.0003192434406118,0.0018959961963722,0.1891,0.0,0.0,0.0,0.1891,60.56.180.24,80
T392,3788517,667668,11929,12817,37093,23250,1143,5877,9.88922266935271e-05,0.0010302861800339,0.2786,0.0,0.0,0.0,0.2786,42.219.158.161,51992
T393,1281733,702815,11754,12784,36828,23532,1301,5454,0.0003675116369153,0.0017010577166538,0.1787,0.0,0.0,0.0,0.1787,60.56.180.24,80
T394,1137345,676998,11480,12728,37427,23414,1269,5397,0.0003940939595502,0.0013430211255052,0.2434,0.0,0.0,0.0,0.2434,60.56.180.25,80
T395,1142251,865617,11765,16161,37906,28397,1700,5675,0.0006749101146988,0.0018194687464611,0.2837,0.0,0.0,0.0,0.2837,75.179.204.121,25705
T396,1678042,685527,11584,12712,38547,23548,1446,5371,0.000238936034438,0.0018071821912188,0.3947,0.0,0.0,0.0,0.3947,60.56.180.25,80
T397,3479722,718242,11719,13089,39252,23253,1509,5631,9.197258731635484e-05,0.0010189387143819,0.2398,0.0,0.0,0.0,0.2398,60.56.180.24,80
T398,855044,851597,11493,15838,44090,22601,1464,5808,0.0005339066687454,0.0019565295643485,0.1541,0.0,0.0,0.0,0.1541,60.56.180.25,80
T399,1026228,846917,11665,15994,39579,27033,1501,5666,0.0003795053069274,0.00134342639069,0.2073,0.0,0.0,0.0,0.2073,60.56.180.25,80
T400,780549,752499,11804,13772,41482,23891,1540,6059,0.0010635933729762,0.0022904298125648,0.3173,0.0,0.0,0.0,0.3173,60.56.180.25,80
T401,1325148,708755,11659,13141,38822,23984,1501,5712,0.0005431209567169,0.0025895975123692,0.5785,0.0,0.0,0.0,0.5785,60.56.180.25,80
T402,3330634,701025,11766,12801,37921,22552,1322,5719,9.466633135468455e-05,0.001026250605012,0.5152,0.0,0.0,0.0,0.5152,87.143.4.87,50372
T403,1026086,706790,11617,12754,38104,23738,1276,5614,0.0004747496941242,0.0019218790730857,0.7708,0.0,0.0,0.0,0.7708,42.219.152.249,50281
T404,991245,672621,11624,12644,37358,23401,1290,5844,0.0003234150392996,0.0012735636088082,0.7713,0.0,0.0,0.0,0.7713,197.34.239.242,42570
T405,817982,682261,11528,12685,36069,23431,1528,5444,0.0009864330299398,0.002184851348658,0.4737,0.0,0.0,0.0,0.4737,60.56.180.25,80
T406,1098531,696784,11527,12717,36662,25721,1435,5248,0.0008352497762111,0.0030392604570524,0.1688,0.0,0.0,0.0,0.1688,60.56.180.24,80
T407,1451452,769219,11687,12844,37212,26703,1295,5383,0.0002808441457799,0.0016051281540536,0.1924,0.0,0.0,0.0,0.1924,60.56.180.24,80
T408,3314162,668189,11779,12971,35175,23814,1334,4926,8.888413574483116e-05,0.001008431715289,0.3245,0.0,0.0,0.0,0.3245,60.56.180.25,80
T409,1139162,642125,11539,12562,36720,22343,1306,5157,0.000312065335386,0.0012860908338475,0.3177,0.0,0.0,0.0,0.3177,42.219.159.85,26257
T410,867618,697122,11829,13003,40691,24042,1713,5789,0.0009208894452216,0.0021038798923282,0.4085,0.0,0.0,0.0,0.4085,60.56.180.24,80
T411,1060084,686862,11639,13159,39707,22303,1404,5298,0.0007954117606588,0.0031455405230974,0.3302,0.0,0.0,0.0,0.3302,42.219.158.161,52246
T412,1285582,606150,11578,12728,38539,21539,1414,5536,0.0003303805229328,0.0017141009228114,0.3069,0.0,0.0,0.0,0.3069,42.219.158.161,38438
T413,3335417,707436,11882,12841,40205,22974,1525,5408,8.982973323136253e-05,0.0010087398939545,0.3506,0.0,0.0,0.0,0.3506,60.56.180.24,80
T414,780969,683615,12141,13169,41442,24152,1352,5736,0.0005682454217376,0.0017441459793697,0.4248,0.0,0.0,0.0,0.4248,60.56.180.25,80
T415,1126612,718596,11762,13299,40917,24695,1678,5444,0.0005799712200706,0.0015582528561567,0.3368,0.0,0.0,0.0,0.3368,42.219.159.194,53477
T416,1099141,709521,11770,15538,37948,26422,1549,5356,0.0008029605819226,0.0033393985721724,0.2402,0.0,0.0,0.0,0.2402,60.56.180.25,80
T417,987190,641447,11674,12635,37764,21777,1627,5508,0.0005118353597516,0.0018208589130142,0.2388,0.0,0.0,0.0,0.2388,60.56.180.25,80
T418,3294808,659624,11857,12762,38311,24150,1547,5320,9.192498294937696e-05,0.000987082239072,0.3026,0.0,0.0,0.0,0.3026,42.219.158.179,50406
T419,966307,670166,11612,12626,39441,23399,1286,5744,0.0004271353979238,0.0017091632747709,0.4491,0.0,0.0,0.0,0.4491,60.56.180.24,80
T420,1200016,669123,11686,12821,39469,24209,1520,5721,0.0004468601548971,0.0015111022634454,0.9861,0.0,0.0,0.0,0.9861,60.56.180.25,80
T421,1408405,904977,12201,16618,39783,34727,1420,6108,0.0005504647640453,0.0024430234411482,0.5136,0.0,0.0,0.0,0.5136,233.181.198.188,80
T422,658799,647313,11986,12987,37500,24613,1466,6128,0.0008797996765922,0.0018262419158976,0.6635,0.0,0.0,0.0,0.6635,42.219.158.161,38588
T423,3082741,577267,11641,12686,36041,23807,1362,5528,0.0001084773128247,0.0009889689124636,0.7917,0.0,0.0,0.0,0.7917,42.219.158.242,36602
T424,1252008,603664,12112,13633,38058,26915,1351,5378,0.000344285354167,0.0014055848108176,0.5301,0.0,0.0,0.0,0.5301,42.219.158.242,36819
T425,1210495,571705,11771,13316,37378,26507,1488,5455,0.0003666433977984,0.0012915418455135,0.5891,0.0,0.0,0.0,0.5891,42.219.158.242,37055
T426,2980547,607359,12220,13507,37189,26121,1459,5581,0.0002127368374404,0.0016530871603368,0.7366,0.0,0.0,0.0,0.7366,236.50.2.97,46330
T427,1629066,803806,12391,13854,41451,32875,1283,6073,0.0003900073123553,0.0021735450895649,1.41,0.0,0.0,0.0,1.41,42.219.157.222,59436
T428,1053316,750233,12204,13652,39808,28434,1155,6360,0.0006567051426624,0.0021868094801876,1.7355,0.0,0.0,0.0,1.7355,240.185.84.127,80
T429,3192130,772090,12201,13508,40070,26019,1291,6191,0.0001186407836162,0.0009897593141913,2.2749,0.0,0.0,0.0,2.2749,240.156.237.38,80
T430,2202987,815015,12154,13819,39254,27682,1496,6530,0.0002284508707124,0.0010781299570015,2.1214,0.0,0.0,0.0,2.1214,240.156.248.137,80
T431,881209,807090,11757,13231,38278,25131,1208,6337,0.0007993713038502,0.0023467159667277,1.9631,0.0,0.0,0.0,1.9631,240.185.84.127,80
T432,1253597,854237,12396,14055,39353,27223,1387,6485,0.0008184009414827,0.0031305102378055,2.776,0.0,0.0,0.0,2.776,42.219.157.222,36035
T433,1066449,878977,12137,14497,39330,25128,1531,6730,0.0007977180945293,0.0021812396674168,2.3145,0.0,0.0,0.0,2.3145,240.156.249.253,80
T434,2871611,1025027,12277,16819,44524,25473,1543,6498,0.0001229918082664,0.0009883287773866,2.3217,0.0,0.0,0.0,2.3217,240.185.84.127,80
T435,1777018,682277,11988,14807,40655,25266,1771,5646,0.0002678174755414,0.0011119021624258,1.5146,0.0,0.0,0.0,1.5146,42.219.157.222,38045
T436,845933,748058,11918,13658,38211,30423,1269,5490,0.0007187665284204,0.0024180918905218,0.2783,0.0,0.0,0.0,0.2783,240.185.84.127,80
T437,1308941,604349,11749,13311,36687,28219,1320,5597,0.000721515068936,0.0029594127234948,0.4087,0.0,0.0,0.0,0.4087,68.119.200.1,80
T438,1001493,648003,11916,13283,36356,28702,1552,5344,0.0007182146367513,0.0020556771369305,2.0355,0.0,0.0,0.0,2.0355,42.219.158.179,43054
T439,2620977,724957,11637,13402,38620,27890,1292,5709,0.0001272384922015,0.000971436750249,6.0401,0.0,0.0,0.0,6.0401,42.219.157.222,20132
T440,1153765,744930,11787,13480,40660,25334,1457,6196,0.0006307976222945,0.0017660011746452,5.1175,0.0,0.0,0.0,5.1175,42.219.152.242,40926
T441,1375622,745929,11836,13417,40433,26589,1250,5922,0.0002153659067854,0.0010799968984266,6.0794,0.0,0.0,0.0,6.0794,240.156.249.253,80
T442,1947374,710746,11511,13101,39889,24099,1336,6286,0.000392047608778,0.0024367155995113,6.346,0.0,0.0,0.0,6.346,240.156.249.253,80
T443,893147,746394,11661,13042,38709,24578,1644,6028,0.0008993936262563,0.0021093968455211,6.0556,0.0,0.0,0.0,6.0556,42.219.158.179,41168
T444,2775146,729517,11587,13245,39952,24182,1290,6332,9.968405046203074e-05,0.0009558226138277,5.5261,0.0,0.0,0.0,5.5261,42.219.158.188,55195
T445,1287817,737955,11424,12987,40627,24058,1588,5940,0.0007218973648624,0.0019758065058058,5.7415,0.0,0.0,0.0,5.7415,240.156.232.45,80
T446,1425658,767639,11379,12889,40887,24347,1009,5806,0.0002440825901045,0.0010797775280112,5.4038,0.0,0.0,0.0,5.4038,240.156.249.253,80
T447,910398,923357,11511,16309,44233,24392,1237,6372,0.0006702149334276,0.0022924755667309,4.8155,0.0,0.0,0.0,4.8155,42.219.158.161,52770
T448,1880033,1147779,11751,16480,43608,27400,1190,5865,0.0004058607929096,0.0022652552163791,3.7648,0.0,0.0,0.0,3.7648,42.219.158.179,47615
T449,1272980,799986,11920,13376,40051,26880,1170,5871,0.0005359671022157,0.0017020075047356,0.5865,0.0,0.0,0.0,0.5865,42.219.152.242,42208
T450,2884174,819790,11646,13280,40388,25080,1668,5886,0.0002123987017151,0.001029185068034,0.4918,0.0,0.0,0.0,0.4918,240.185.84.127,80
T451,1689510,752916,12120,13694,40776,27188,1429,6210,0.0002218895416829,0.0010673727369762,0.5701,0.0,0.0,0.0,0.5701,42.219.152.249,50482
T452,1013413,820145,12020,13646,39357,27714,1261,6363,0.0004198125533768,0.001732259688426,0.4941,0.0,0.0,0.0,0.4941,42.219.158.242,42063
T453,1808622,896126,12331,13916,40247,30367,1497,6139,0.0005698196766284,0.00278343961726,0.4031,0.0,0.0,0.0,0.4031,42.219.158.179,41678
T454,1140216,809309,11991,13701,39722,28310,1520,6031,0.0006746531877485,0.0019048436654661,0.7068,0.0,0.0,0.0,0.7068,248.7.23.30,80
T455,2666125,775512,11674,13483,40343,28515,1567,5637,0.0001459787224832,0.0009679000169246,0.4823,0.0,0.0,0.0,0.4823,42.219.157.222,22696
T456,1271336,884143,11980,13605,39162,29456,1319,5547,0.0004890680745747,0.0017187478878321,0.57,0.0,0.0,0.0,0.57,248.10.212.209,80
T457,1724340,846537,11784,13645,40397,26594,1183,6378,0.0001677794676264,0.0009985539365717,0.7988,0.0,0.0,0.0,0.7988,42.219.158.161,52914
T458,1808599,893016,12071,13442,40908,24657,1248,6293,0.0006529210310031,0.0033535494725409,1.0116,0.0,0.0,0.0,1.0116,240.156.249.253,80
T459,1132081,901941,11992,13427,41958,25650,1492,6648,0.0006690227858097,0.0016840523281698,1.1211,0.0,0.0,0.0,1.1211,240.156.249.253,80
T460,2826139,896241,11836,13416,41667,25182,1343,6336,0.0001204229484342,0.0009824690166109,0.8993,0.0,0.0,0.0,0.8993,42.219.152.242,41422
T461,1727604,768952,11780,13406,40481,25393,1553,6065,0.0003872158164723,0.0015031134160761,0.5462,0.0,0.0,0.0,0.5462,42.219.154.108,57142
T462,1112225,788660,11639,13801,40415,24555,1224,6209,0.0002885257529635,0.0011480863816756,0.46,0.0,0.0,0.0,0.46,42.219.158.161,52999
T463,1038792,809385,11758,13408,41494,27038,1290,6569,0.0005763280696376,0.0019541222991065,3.5899,0.0,0.0,0.0,3.5899,42.219.157.222,47735
T464,1573558,783354,11973,13343,40960,24737,1201,6122,0.0003703735500957,0.0019848087592907,5.3524,0.0,0.0,0.0,5.3524,42.219.157.222,48136
T465,3286315,812523,11240,12835,39125,25104,1423,5833,0.0001335257774866,0.0009956362169399,5.5132,0.0,0.0,0.0,5.5132,42.219.158.191,36257
T466,1389985,798050,11893,13580,39630,26430,1556,5988,0.0004920733828447,0.0016065856074067,5.7337,0.0,0.0,0.0,5.7337,42.219.158.161,39198
T467,1045832,786161,11771,13341,39910,26746,1226,5836,0.0003881793168308,0.0013746212278952,4.5057,0.0,0.0,0.0,4.5057,42.219.158.161,39249
T468,840801,729611,11581,13702,38278,24396,1162,5280,0.0004391392779643,0.0015351108313282,1.3547,0.0,0.0,0.0,1.3547,42.219.158.242,34684
T469,1424153,621125,11544,12989,39905,23924,1293,5522,0.0004585368751616,0.0022578534665366,1.0829,0.0,0.0,0.0,1.0829,42.219.152.242,42686
T470,3112634,668774,11808,13496,41374,25284,1717,5956,0.0001667272890408,0.0010088228133304,1.4794,0.0,0.0,0.0,1.4794,42.219.152.242,41661
T471,1938235,603070,11488,13169,40439,22341,1193,5460,0.0002111080175865,0.0012300899195486,1.5282,0.0,0.0,0.0,1.5282,42.219.158.242,35346
T472,1101094,621976,11780,13131,40678,22875,1421,6198,0.0004275997120888,0.0013128313684731,1.0753,0.0,0.0,0.0,1.0753,42.219.158.242,45967
T473,858667,643281,11435,13027,39587,22266,1288,5533,0.0004540308825736,0.0015919003193984,1.5122,0.0,0.0,0.0,1.5122,42.219.152.242,53420
T474,1967241,614858,11641,13082,41167,23968,1322,6120,0.000270004140215,0.001508723904869,1.1177,0.0,0.0,0.0,1.1177,248.10.212.209,80
T475,1243842,671034,12075,13350,44033,25702,1184,6260,0.0003926922513529,0.0014522161639525,1.363,0.0,0.0,0.0,1.363,42.219.158.242,35988
T476,3159198,661804,11754,13337,41204,23723,1373,5813,0.0001692462279351,0.0010332013687888,1.5134,0.0,0.0,0.0,1.5134,248.7.23.18,80
T477,1298072,680082,11933,16379,40244,27155,1222,5907,0.0003574713432837,0.0013026420539071,1.0587,0.0,0.0,0.0,1.0587,42.219.158.242,46822
T478,1071309,653883,11904,13576,38854,23915,1162,5721,0.0004747187298682,0.0014679397579794,1.54,0.0,0.0,0.0,1.54,42.219.158.179,51147
T479,2779834,710205,12143,13758,42659,24886,1339,6118,0.0001816676699701,0.0013759708222753,1.4897,0.0,0.0,0.0,1.4897,42.219.158.188,56925
T480,2691979,687589,12252,13882,43588,25386,1494,6301,0.0002017870189364,0.0011757581309024,0.4706,0.0,0.0,0.0,0.4706,42.219.152.242,41938
T481,5411024,731626,12470,15795,49676,27775,1340,6819,9.783046174314524e-05,0.0010383305980671,0.3986,0.0,0.0,0.0,0.3986,248.10.212.209,80
T482,2692358,676520,12033,15053,46861,25615,1153,6584,0.0001888532237034,0.00120821512419,0.6232,0.0,0.0,0.0,0.6232,248.10.212.209,80
T483,1490101,665244,12297,13810,42611,25855,1244,6407,0.0003531905160594,0.001359297746151,0.3265,0.0,0.0,0.0,0.3265,42.219.159.92,44216
T484,2031478,704703,12560,14164,45984,27355,1136,6447,0.0003442067160916,0.001626868044835,0.2253,0.0,0.0,0.0,0.2253,42.219.154.159,43979
T485,1283003,716016,12355,13988,45532,27229,1479,6421,0.0005763652415698,0.0015925221214583,0.3123,0.0,0.0,0.0,0.3123,42.219.159.86,42296
T486,5110865,704659,12442,13777,46766,26260,1363,6443,0.0001174378642724,0.0010752142647957,0.3386,0.0,0.0,0.0,0.3386,240.156.232.45,80
T487,2303510,741900,12341,16728,47291,31233,1206,6649,0.0002466516476091,0.0013971588189413,0.2483,0.0,0.0,0.0,0.2483,42.219.158.242,38407
T488,1466911,700357,12185,13578,45745,26009,1174,7007,0.0003433404895581,0.0012449694253324,0.2404,0.0,0.0,0.0,0.2404,42.219.158.179,52633
T489,1343517,697746,12303,13689,46967,25300,1194,6938,0.0004811913559929,0.0014118943590395,0.2643,0.0,0.0,0.0,0.2643,42.219.152.242,43178
T490,1851074,702011,12350,13620,45871,24188,1272,7155,0.0005695532268492,0.0020403590473916,0.2436,0.0,0.0,0.0,0.2436,42.219.152.242,42169
T491,2883598,719583,12280,13751,47440,24978,1339,6572,0.0002385866699736,0.0013117800897505,0.2677,0.0,0.0,0.0,0.2677,141.191.62.219,43134
T492,5016716,790561,12907,14361,45537,28197,1286,6470,0.0001182018334092,0.0010503837800565,0.4184,0.0,0.0,0.0,0.4184,42.219.158.161,53467
T493,1468355,684231,12703,13785,44036,25797,1245,6866,0.0004657233311641,0.0014145433492946,0.1318,0.0,0.0,0.0,0.1318,42.219.159.76,53540
T494,1188563,687289,12482,13804,42871,25756,1141,6065,0.0004763274947994,0.0013977231672032,0.2174,0.0,0.0,0.0,0.2174,117.72.159.16,80
T495,2713990,785799,12295,14363,43156,25747,1438,5968,0.0002911921246191,0.001602795777488,0.2138,0.0,0.0,0.0,0.2138,42.219.158.164,44334
T496,1403209,668718,12719,17132,44329,25485,6199,5997,0.0005764118132814,0.0015909367653029,0.2755,0.0,0.0,0.0,0.2755,240.154.63.106,20210
T497,2894406,620729,12255,13600,43500,23829,1351,6187,0.0001661993726407,0.0009860020615487,0.2884,0.0,0.0,0.0,0.2884,240.156.232.45,80
T498,3171403,614269,12087,13506,40657,24686,1245,5418,0.0001646428949487,0.0013353830516027,0.909,0.0,0.0,0.0,0.909,248.150.215.228,52806
T499,1443652,630567,12261,13610,44233,25291,1219,5962,0.000361805046032,0.0012108223828139,1.0276,0.0,0.0,0.0,1.0276,248.150.215.228,52417
T500,1262921,671412,12326,14019,44378,25404,1143,6064,0.0006203374169626,0.0017346428219808,0.9347,0.0,0.0,0.0,0.9347,248.150.215.228,32364
T501,2301606,657113,12330,13681,45827,24167,1437,5937,0.000450086003098,0.001668263725183,1.0318,0.0,0.0,0.0,1.0318,248.150.215.228,29664
T502,3327545,685524,12744,14190,47330,25156,1436,6382,0.0001561803270623,0.0009991788161394,1.1396,0.0,0.0,0.0,1.1396,248.150.215.228,44139
T503,2335784,665953,12293,13581,45481,23281,1350,5917,0.000223865419497,0.0013406339284733,0.6985,0.0,0.0,0.0,0.6985,248.150.215.228,47508
T504,1344354,768099,13315,15108,47498,33460,1275,5976,0.0005037633786516,0.0015057289138172,0.2781,0.0,0.0,0.0,0.2781,42.219.158.242,52065
T505,1420174,667121,12227,13606,46428,24187,1250,5969,0.0004681030991006,0.0014491511569756,0.361,0.0,0.0,0.0,0.361,42.219.158.164,56974
T506,2220407,672989,12532,13916,44675,25377,1483,6044,0.0004572980434712,0.001725253068668,0.3233,0.0,0.0,0.0,0.3233,42.219.158.242,52295
T507,3825008,666116,12831,14093,46100,26512,1544,6414,0.0001752456648988,0.0010183949876374,0.3573,0.0,0.0,0.0,0.3573,42.219.158.161,53724
T508,2653026,663132,12650,14097,44830,26092,1332,6387,0.0002462426849799,0.0013566391454564,0.5344,0.0,0.0,0.0,0.5344,42.219.158.179,59280
T509,1448761,669757,12370,13904,43854,26259,1158,6150,0.0004104763447606,0.0013880848676932,0.528,0.0,0.0,0.0,0.528,42.219.152.242,44165
T510,2659348,854053,12633,17128,50419,26184,1570,6299,0.0002631113988365,0.0012178868173319,0.5484,0.0,0.0,0.0,0.5484,42.219.152.242,43141
T511,1237878,688400,12886,14288,47228,27320,1598,6562,0.0005779722429345,0.0015175213333254,0.5244,0.0,0.0,0.0,0.5244,42.219.154.107,53531
T512,2605311,688309,12504,13770,43566,26563,1169,6746,0.0003121689019708,0.0016405264967759,0.2987,0.0,0.0,0.0,0.2987,42.219.158.242,43015
T513,3781337,684340,12792,13983,44974,26913,1406,6189,0.0001790486371905,0.0010155747547347,0.5079,0.0,0.0,0.0,0.5079,42.219.158.179,58880
T514,1657285,678410,12770,14379,46187,27243,1300,6484,0.0004794873891476,0.0014387722151136,0.4593,0.0,0.0,0.0,0.4593,248.7.23.25,443
T515,1711264,700403,12803,14042,45820,36057,1310,6279,0.0005420043197298,0.0015713497761377,0.3598,0.0,0.0,0.0,0.3598,248.7.23.25,443
T516,2807483,723951,12793,14240,45867,32777,1374,6146,0.0002014100368669,0.001186861645188,0.3365,0.0,0.0,0.0,0.3365,248.7.23.25,443
T517,2726022,768216,12898,14370,47378,33415,1194,6665,0.0002560065268597,0.0013816658460435,0.2273,0.0,0.0,0.0,0.2273,42.219.158.161,53902
T518,3200391,718798,12710,14112,46808,30830,1290,6850,0.0001626534805179,0.0009711778440143,0.3303,0.0,0.0,0.0,0.3303,248.7.23.25,443
T519,1740024,790655,13208,14737,47587,34821,1458,6887,0.0005750998786681,0.0016706732122202,0.1384,0.0,0.0,0.0,0.1384,42.219.152.242,44495
T520,1707534,827086,12999,14550,48046,34462,1276,7246,0.0005201596974709,0.0016606530422336,0.1828,0.0,0.0,0.0,0.1828,42.219.152.242,43486
T521,2599990,753913,13136,14561,48518,28399,1275,7052,0.0002293090069891,0.0011725857849155,0.3618,0.0,0.0,0.0,0.3618,88.205.139.75,25
T522,1349623,746770,13587,14980,47427,28782,1300,6619,0.0006077222915862,0.0016193088996182,0.2228,0.0,0.0,0.0,0.2228,248.7.23.25,443
T523,2742894,742992,12831,14132,44898,28373,1348,6755,0.0002318980407529,0.001298266925448,0.1906,0.0,0.0,0.0,0.1906,248.10.212.209,80
T524,3567381,689245,12847,14143,45647,26004,1364,6755,0.0001618677131409,0.0009980004732736,0.213,0.0,0.0,0.0,0.213,42.219.153.89,65445
T525,1982883,697982,12823,13973,44810,27653,1480,6712,0.0004402952905494,0.0014380431972545,0.2516,0.0,0.0,0.0,0.2516,118.192.247.117,53481
T526,1605139,694408,12550,11887,42987,27498,1072,6094,0.0004326550345098,0.0014330632060985,0.3842,0.0,0.0,0.0,0.3842,118.192.247.117,50325
T527,2484618,655543,12482,11848,41078,27042,1012,6703,0.0002269110891325,0.0012020366027411,0.2154,0.0,0.0,0.0,0.2154,118.192.247.117,45086
T528,2406173,667158,12676,11952,41262,27831,1191,6140,0.0004642936280072,0.0017466321009942,0.5162,0.0,0.0,0.0,0.5162,42.219.158.179,47807
T529,3636446,715752,12687,12531,44352,28108,1173,6323,0.0001550280578497,0.0010226098877281,0.195,0.0,0.0,0.0,0.195,85.242.91.181,53
T530,2281118,723395,12863,12354,47358,28245,1517,6649,0.0005165549402695,0.0014813949917504,0.5286,0.0,0.0,0.0,0.5286,85.242.91.181,25
T531,1628038,740295,12843,12273,47129,28835,1093,6361,0.0005960476382763,0.0014819320219931,0.4733,0.0,0.0,0.0,0.4733,42.219.154.108,48263
T532,1715766,728539,12508,13725,46539,27131,1135,6341,0.0003704733845231,0.0012903629416459,0.2531,0.0,0.0,0.0,0.2531,42.219.158.161,40351
T533,2492991,841382,12404,16201,45468,29553,1265,6554,0.0003456303872449,0.0016363259916004,0.1854,0.0,0.0,0.0,0.1854,248.10.212.209,80
T534,3362024,713923,12697,14016,48295,25447,1185,6763,0.0001637599226163,0.0010229546189096,0.1563,0.0,0.0,0.0,0.1563,42.219.158.242,47215
T535,2141035,772885,13136,14227,51194,29554,1540,6753,0.0005798360911653,0.0015471771222686,0.2608,0.0,0.0,0.0,0.2608,90.95.12.171,80
T536,1710932,849574,13444,15042,49997,29317,1290,6738,0.0007739401321255,0.0015670723827188,0.2182,0.0,0.0,0.0,0.2182,42.219.158.242,47435
T537,1233585,762348,13042,14491,51411,29063,1141,6996,0.00054749029807,0.0014548445813304,0.6118,0.0,0.0,0.0,0.6118,85.239.36.97,25
T538,1811859,750458,13208,14394,49862,27982,1114,6601,0.0004534799549901,0.0014758942025152,0.6841,0.0,0.0,0.0,0.6841,42.219.158.179,54361
T539,2778856,738562,13066,14384,50977,27930,1158,7285,0.0003452645408206,0.0016122954688367,0.7333,0.0,0.0,0.0,0.7333,42.219.152.242,45019
T540,4052418,765664,13635,14886,52218,30600,1416,7343,0.0001671744077214,0.0010060832849566,0.5224,0.0,0.0,0.0,0.5224,42.219.152.242,44023
T541,2267365,834274,13861,15696,53974,34650,1642,7265,0.0004712778543866,0.0015591041287619,0.1323,0.0,0.0,0.0,0.1323,60.56.180.13,443
T542,1664958,780657,13615,14891,51204,30768,1200,7150,0.0005207272830769,0.0015457832984312,0.3828,0.0,0.0,0.0,0.3828,117.72.159.16,80
T543,1710811,899110,14596,15920,52599,41062,1268,7300,0.0004444080217684,0.001398530754629,0.3399,0.0,0.0,0.0,0.3399,69.74.21.130,45387
T544,2363586,833348,13936,15163,53208,35348,1192,6969,0.0004004575434967,0.0017568642374903,0.5309,0.0,0.0,0.0,0.5309,42.219.158.242,59316
T545,5135128,776570,13557,14887,55431,31108,1220,7235,0.000111358913282,0.0009716665935295,0.3657,0.0,0.0,0.0,0.3657,42.219.159.92,60373
T546,2257216,778855,13573,15576,55172,29163,1565,6700,0.0004716190767096,0.0015731567621466,0.2614,0.0,0.0,0.0,0.2614,248.7.23.25,443
T547,2359829,863344,13717,15220,57130,33977,1333,7495,0.0003222075146231,0.0013878057763208,0.3521,0.0,0.0,0.0,0.3521,117.72.159.16,80
T548,3252606,839350,13416,16227,54009,30872,1356,8103,0.0002000906388443,0.0011170624810419,0.4041,0.0,0.0,0.0,0.4041,42.219.158.179,57015
T549,1658075,818972,13776,15481,55472,31510,1276,8367,0.0005605463297691,0.0016147174813672,0.5255,0.0,0.0,0.0,0.5255,42.219.152.242,45249
T550,2795970,839283,13546,15615,58345,31660,1413,9228,0.0004722367326825,0.0019216463456971,0.3179,0.0,0.0,0.0,0.3179,42.219.152.242,44211
T551,4592463,890924,14205,16356,61023,34084,1402,9700,0.000144767905083,0.0010366509977443,0.4144,0.0,0.0,0.0,0.4144,68.119.200.1,80
T552,1946630,813453,13931,16049,57552,31809,1315,8210,0.0004467045395501,0.0015571914300086,0.2965,0.0,0.0,0.0,0.2965,68.119.200.1,80
T553,1430388,817099,13621,15662,55572,30598,1363,7859,0.0005938546253965,0.0015513053486158,0.293,0.0,0.0,0.0,0.293,42.219.158.179,60356
